Category,PalID,Link,SourceID,BranchID,DateObserved,CurrentStatus,CurrentPrice,PreviousStatus,PreviousPrice,PreviousDate,UDPRN,UMRRN,UPRN,Abode,HouseName,HouseNum,Street1,Street2,Sublocality,Locality,Town,Postcode,DeliveryPointSuffix 
Cancelled,24403394,https://www.rightmove.co.uk/property-for-sale/property-112005248.html,R112005248,R14606,03/11/2021 00:00:00,,550000,Sold STC,575000,27/10/2021 00:00:00,7813203,,6135592,FLAT 108,DRYDEN BUILDING,37,COMMERCIAL ROAD,,,,LONDON,E1 1LF,1J
Cancelled,24354416,https://www.rightmove.co.uk/property-for-sale/property-102593987.html,R102593987,R1888,28/10/2021 00:00:00,,250000,Sold STC,250000,23/10/2021 00:00:00,25817964,,100021587535,FLAT A,,27,OXFORD ROAD NORTH,,,,LONDON,W4 4DH,1N
Cancelled,24135520,https://www.rightmove.co.uk/property-for-sale/property-62670627.html,R62670627,R68588,03/11/2021 00:00:00,,350000,Sold STC,335000,27/10/2021 00:00:00,8110884,,10008997743,,,88,BARRIER POINT ROAD,,,,LONDON,E16 2SD,2G
Cancelled,24027798,https://www.rightmove.co.uk/property-for-sale/property-112030919.html,R112030919,R75804,03/11/2021 00:00:00,,390000,Sold STC,400000,27/10/2021 00:00:00,21560023,,10010204629,FLAT 46,CORBIDGE COURT,,GLAISHER STREET,,,,LONDON,SE8 3ES,3B
Cancelled,24054982,https://www.rightmove.co.uk/property-for-sale/property-106495076.html,R106495076,R233849,03/11/2021 00:00:00,,525000,Sold STC,525000,27/10/2021 00:00:00,25475012,,100021512178,4,BROOK LODGE COURT,,BROOK LANE NORTH,,,,BRENTFORD,TW8 0QW,2B
Cancelled,24076095,https://www.rightmove.co.uk/property-for-sale/property-114340121.html,R114340121,R80278,03/11/2021 00:00:00,,675000,Under offer,750000,27/10/2021 00:00:00,15672650,,100021061643,,,55C,NEVILL ROAD,,,,LONDON,N16 8SW,2J
Cancelled,24194292,https://www.rightmove.co.uk/property-for-sale/property-105840569.html,R105840569,R17519,03/11/2021 00:00:00,,390000,Sold STC,390000,27/10/2021 00:00:00,21560765,,10010200123,,,104,BASEVI WAY,,,,LONDON,SE8 3JT,1G
Cancelled,23972877,https://www.rightmove.co.uk/property-for-sale/property-72360042.html,R72360042,R141689,03/11/2021 00:00:00,,1500000,Under offer,1500000,27/10/2021 00:00:00,23929268,,100022612621,APARTMENT D1,MONTEVETRO,100,BATTERSEA CHURCH ROAD,,,,LONDON,SW11 3YL,2Q
Cancelled,23916497,https://www.rightmove.co.uk/property-for-sale/property-109946930.html,R109946930,R48910,03/11/2021 00:00:00,,1850000,Under offer,1850000,22/10/2021 00:00:00,8078968,,6061826,FLAT 123,VANGUARD BUILDING,18,WESTFERRY ROAD,,,,LONDON,E14 8LZ,4J
Cancelled,23892228,https://www.rightmove.co.uk/property-for-sale/property-98209646.html,R98209646,R48904,03/11/2021 00:00:00,,1695000,Under offer,1695000,27/10/2021 00:00:00,23961204,,10002266328,,,41,ORIEL DRIVE,,,,LONDON,SW13 8HW,1F
Cancelled,23865713,https://www.rightmove.co.uk/property-for-sale/property-107863115.html,R107863115,R1430,03/11/2021 00:00:00,,475000,Sold STC,500000,27/10/2021 00:00:00,7990331,,100021072306,FLAT 12,,24,SHORE ROAD,,,,LONDON,E9 7TA,4D
Cancelled,23874167,https://www.rightmove.co.uk/property-for-sale/property-80268057.html,R80268057,R53027,03/11/2021 00:00:00,,1400000,Under offer,625000,27/10/2021 00:00:00,15477788,,10008978879,FLAT,,42,PENTON STREET,,,,LONDON,N1 9QA,1T
Cancelled,23802841,https://www.rightmove.co.uk/property-for-sale/property-111130604.html,R111130604,R34203,03/11/2021 00:00:00,,1250000,Under offer,1250000,27/10/2021 00:00:00,17647347,,5052450,APARTMENT 108,,226,ARLINGTON ROAD,,,,LONDON,NW1 7HY,1U
Cancelled,23778373,https://www.rightmove.co.uk/property-for-sale/property-78654183.html,R78654183,R55326,03/11/2021 00:00:00,,500000,Sold STC,850000,27/10/2021 00:00:00,8177167,,5300085306,,,367,ST. JOHN STREET,,,,LONDON,EC1V 4LB,2F
Cancelled,23737376,https://www.rightmove.co.uk/property-for-sale/property-106364903.html,R106364903,R65809,03/11/2021 00:00:00,,875000,Under offer,1300000,27/10/2021 00:00:00,25874950,,217108313,PORTERS FLAT,CONSORT COURT,31,WRIGHTS LANE,,,,LONDON,W8 5SN,3F
Cancelled,23536621,https://www.rightmove.co.uk/property-for-sale/property-115495772.html,R115495772,R32244,03/11/2021 00:00:00,,1150000,Under offer,1000000,27/10/2021 00:00:00,12087260,,100021764518,,,15,MAY BATE AVENUE,,,,KINGSTON UPON THAMES,KT2 5UR,1J
Cancelled,23658635,https://www.rightmove.co.uk/property-for-sale/property-112907933.html,R112907933,R60200,03/11/2021 00:00:00,,1550000,Under offer,1550000,27/10/2021 00:00:00,25845155,,34013745,,,89,CARDROSS STREET,,,,LONDON,W6 0DP,3E
Cancelled,23560967,https://www.rightmove.co.uk/property-for-sale/property-108824162.html,R108824162,R6843,03/11/2021 00:00:00,,380000,Under offer,380000,22/10/2021 00:00:00,21700907,,200003418388,FLAT 7,,1,RAINBOW QUAY,,,,LONDON,SE16 7UF,1H
Cancelled,23416747,https://www.rightmove.co.uk/property-for-sale/property-73530891.html,R73530891,R80984,03/11/2021 00:00:00,,2950000,Sold STC,2950000,27/10/2021 00:00:00,23910297,,217110398,,,10,FARRIER WALK,,,,LONDON,SW10 9FW,1N
Cancelled,23123205,https://www.rightmove.co.uk/property-for-sale/property-81530874.html,R81530874,R12655,03/11/2021 00:00:00,,1000000,Sold STC,1000000,27/10/2021 00:00:00,25811740,,200003971285,,,13,THAMES CRESCENT,,,,LONDON,W4 2RU,1R
Cancelled,23078258,https://www.rightmove.co.uk/property-for-sale/property-108826685.html,R108826685,R32244,03/11/2021 00:00:00,,284950,Under offer,284950,27/10/2021 00:00:00,12077233,,100021770223,FLAT 9,OFFERS COURT,,WINERY LANE,,,,KINGSTON UPON THAMES,KT1 3GQ,1L
Cancelled,22731633,https://www.rightmove.co.uk/property-for-sale/property-81036267.html,R81036267,R113467,03/11/2021 00:00:00,,335000,Under offer,335000,26/10/2021 00:00:00,15503786,,5300076647,,,153,QUILL STREET,,,,LONDON,N4 2AE,3T
Cancelled,22362779,https://www.rightmove.co.uk/property-for-sale/property-110167895.html,R110167895,R92356,03/11/2021 00:00:00,,895000,Under offer,895000,27/10/2021 00:00:00,25878641,,217010988,FLAT 35,KENSINGTON HEIGHTS,91-95,CAMPDEN HILL ROAD,,,,LONDON,W8 7BD,6Y
Cancelled,22362818,https://www.rightmove.co.uk/property-for-sale/property-73997238.html,R73997238,R54859,03/11/2021 00:00:00,,695000,Under offer,695000,27/10/2021 00:00:00,25878684,,217011031,FLAT 74,KENSINGTON HEIGHTS,91-95,CAMPDEN HILL ROAD,,,,LONDON,W8 7BD,8X
Cancelled,22380393,https://www.rightmove.co.uk/property-for-sale/property-91074190.html,R91074190,R109966,03/11/2021 00:00:00,,335000,Sold STC,335000,20/10/2021 00:00:00,21631129,,100021954316,FLAT 4,,25,EASTDOWN PARK,,,,LONDON,SE13 5HU,4S
Cancelled,22390226,https://www.rightmove.co.uk/property-for-sale/property-107717087.html,R107717087,R37877,03/11/2021 00:00:00,,695000,Under offer,695000,27/10/2021 00:00:00,23822198,,100023364201,,,125,BEDFORD ROAD,,,,LONDON,SW4 7RA,1J
Cancelled,22422217,https://www.rightmove.co.uk/property-for-sale/property-85289152.html,R85289152,R76585,03/11/2021 00:00:00,,1450000,Sold STC,1500000,27/10/2021 00:00:00,25762078,,100022757727,FLAT 5,,79-83,GREAT PORTLAND STREET,,,,LONDON,W1W 7LS,2Q
Cancelled,22276405,https://www.rightmove.co.uk/property-for-sale/property-111818762.html,R111818762,R22029,03/11/2021 00:00:00,,535000,Under offer,535000,27/10/2021 00:00:00,25918730,,217096013,FLAT 4,PARK COURT,115A,CLARENDON ROAD,,,,LONDON,W11 4JG,4B
Cancelled,22312279,https://www.rightmove.co.uk/property-for-sale/property-115721459.html,R115721459,R77018,03/11/2021 00:00:00,,450000,Sold STC,450000,27/10/2021 00:00:00,25820795,,12101095,,,28,MONMOUTH CLOSE,,,,LONDON,W4 5DQ,2J
Cancelled,22324037,https://www.rightmove.co.uk/property-for-sale/property-115546742.html,R115546742,R74660,03/11/2021 00:00:00,,325000,Sold STC,350000,27/10/2021 00:00:00,7856674,,100021077163,FLAT 28,APRIL COURT,,TEALE STREET,,,,LONDON,E2 9AA,2J
Cancelled,21958807,https://www.rightmove.co.uk/property-for-sale/property-61412037.html,R61412037,R77695,03/11/2021 00:00:00,,1195000,Under offer,1195000,27/10/2021 00:00:00,23771666,,100022745385,FLAT A,,29,EATON SQUARE,,,,LONDON,SW1W 9DF,2Y
Cancelled,21970004,https://www.rightmove.co.uk/property-for-sale/property-113481392.html,R113481392,R34400,03/11/2021 00:00:00,,400000,Sold STC,400000,27/10/2021 00:00:00,21493820,,100021977909,FLAT 1,RIVERSIDE COURT,,LEE ROAD,,,,LONDON,SE3 9DG,1A
Cancelled,21865730,https://www.rightmove.co.uk/property-for-sale/property-113570534.html,R113570534,R67562,03/11/2021 00:00:00,,365000,Under offer,375000,27/10/2021 00:00:00,17687418,,5084761,FLAT 23,DUNCAN HOUSE,7-9,FELLOWS ROAD,,,,LONDON,NW3 3LZ,2D
Cancelled,21652845,https://www.rightmove.co.uk/property-for-sale/property-112781957.html,R112781957,R71140,03/11/2021 00:00:00,,899950,Sold STC,899950,27/10/2021 00:00:00,26245765,,5020663,,,5,HEATHCOTE STREET,,,,LONDON,WC1N 2AL,1H
Cancelled,21512209,https://www.rightmove.co.uk/property-for-sale/property-110005757.html,R110005757,R52942,03/11/2021 00:00:00,,550000,Under offer,500000,27/10/2021 00:00:00,8192842,,200000069217,FLAT 602,QUEENS QUAY,58,UPPER THAMES STREET,,,,LONDON,EC4V 3EH,4N
Cancelled,21529949,https://www.rightmove.co.uk/property-for-sale/property-112141295.html,R112141295,R66944,03/11/2021 00:00:00,,295000,Sold STC,295000,27/10/2021 00:00:00,8168346,,5300018984,FLAT 119,FLORIN COURT,6-9,CHARTERHOUSE SQUARE,,,,LONDON,EC1M 6EY,3Q
Cancelled,21584566,https://www.rightmove.co.uk/property-for-sale/property-103484144.html,R103484144,R90830,03/11/2021 00:00:00,,460000,Under offer,460000,27/10/2021 00:00:00,17757503,,100022770902,FLAT 1,KINGSMILL,1-19,KINGSMILL TERRACE,,,,LONDON,NW8 6AA,1A
Cancelled,21644012,https://www.rightmove.co.uk/property-for-sale/property-111769658.html,R111769658,R2171,03/11/2021 00:00:00,,425000,Sold STC,450000,27/10/2021 00:00:00,8108852,,46087820,,,76,SHELDRAKE CLOSE,,,,LONDON,E16 2HT,3H
Cancelled,21427862,https://www.rightmove.co.uk/property-for-sale/property-112361057.html,R112361057,R151658,03/11/2021 00:00:00,,600000,Under offer,600000,22/10/2021 00:00:00,25894215,,100023515451,FLAT 14,JOHNSON LODGE,,ADMIRAL WALK,,,,LONDON,W9 3TJ,1R
Cancelled,21375699,https://www.rightmove.co.uk/property-for-sale/property-108347381.html,R108347381,R219962,03/11/2021 00:00:00,,420000,Under offer,420000,27/10/2021 00:00:00,8188437,,200000073757,FLAT 80,JOHN TRUNDLE COURT,,BARBICAN,,,,LONDON,EC2Y 8NE,1S
Cancelled,21093963,https://www.rightmove.co.uk/property-for-sale/property-113597282.html,R113597282,R7611,03/11/2021 00:00:00,,435000,Sold STC,435000,27/10/2021 00:00:00,17726748,,5022805,FLAT 12A,SHERRIFF COURT,,SHERRIFF ROAD,,,,LONDON,NW6 2AT,1U
Cancelled,20729677,https://www.rightmove.co.uk/property-for-sale/property-109964096.html,R109964096,R189221,03/11/2021 00:00:00,,2495000,Under offer,2495000,27/10/2021 00:00:00,23908639,,34075600,34-35,,,KING'S QUAY,CHELSEA HARBOUR,,,LONDON,SW10 0UX,2S
Cancelled,20581310,https://www.rightmove.co.uk/property-for-sale/property-87599554.html,R87599554,R58654,03/11/2021 00:00:00,,330000,Under offer,330000,27/10/2021 00:00:00,23803924,,217099677,,,887,CHELSEA CLOISTERS,SLOANE AVENUE,,,LONDON,SW3 3ES,3A
Cancelled,20217129,https://www.rightmove.co.uk/property-for-sale/property-115467515.html,R115467515,R8275,03/11/2021 00:00:00,,130000,Sold STC,130000,27/10/2021 00:00:00,7986093,,100021079507,FLAT 18,TYSSON HOUSE,358,VICTORIA PARK ROAD,,,,LONDON,E9 7BX,1X
Cancelled,20268450,https://www.rightmove.co.uk/property-for-sale/property-111592010.html,R111592010,R79087,03/11/2021 00:00:00,,795000,Under offer,825000,27/10/2021 00:00:00,21443265,,200003358550,FLAT 25,VOGANS MILL WHARF,17,MILL STREET,,,,LONDON,SE1 2BZ,2F
Cancelled,20351408,https://www.rightmove.co.uk/property-for-sale/property-106229945.html,R106229945,R34277,03/11/2021 00:00:00,,600000,Under offer,300000,27/10/2021 00:00:00,23910093,,217032086,FLAT 27,,62,FINBOROUGH ROAD,,,,LONDON,SW10 9EF,2J
Cancelled,20113687,https://www.rightmove.co.uk/property-for-sale/property-95488652.html,R95488652,R84226,03/11/2021 00:00:00,,890000,Sold STC,900000,22/10/2021 00:00:00,23886751,,121024696,FLAT 27,ELM QUAY COURT,30,NINE ELMS LANE,,,,LONDON,SW8 5DF,1A
Cancelled,20113723,https://www.rightmove.co.uk/property-for-sale/property-73865880.html,R73865880,R219590,03/11/2021 00:00:00,,875000,Sold STC,875000,27/10/2021 00:00:00,23886788,,121024733,FLAT 65,ELM QUAY COURT,30,NINE ELMS LANE,,,,LONDON,SW8 5DF,2Y
Cancelled,20081502,https://www.rightmove.co.uk/property-for-sale/property-114133016.html,R114133016,R40491,03/11/2021 00:00:00,,350000,Under offer,350000,27/10/2021 00:00:00,15719629,,5300096431,,,53,WEDMORE GARDENS,,,,LONDON,N19 4SY,1J
Cancelled,19936662,https://www.rightmove.co.uk/property-for-sale/property-113062415.html,R113062415,R48913,03/11/2021 00:00:00,,2800000,Under offer,2800000,21/10/2021 00:00:00,25805681,,12106870,,,31,THE AVENUE,,,,LONDON,W4 1HA,1W
Cancelled,19924644,https://www.rightmove.co.uk/property-for-sale/property-113643455.html,R113643455,R48913,03/11/2021 00:00:00,,1295000,Under offer,1295000,27/10/2021 00:00:00,25821322,,12097687,,,15,SEYMOUR ROAD,,,,LONDON,W4 5ES,1H
Cancelled,20030591,https://www.rightmove.co.uk/property-for-sale/property-85021963.html,R85021963,R58654,03/11/2021 00:00:00,,1995000,Under offer,1995000,27/10/2021 00:00:00,23768211,,100022759441,,,4,GROSVENOR GARDENS MEWS NORTH,,,,LONDON,SW1W 0JP,1P
Cancelled,19923879,https://www.rightmove.co.uk/property-for-sale/property-89528695.html,R89528695,R189686,03/11/2021 00:00:00,,475000,Under offer,475000,27/10/2021 00:00:00,25815680,,100021584733,,,3,GERALDINE ROAD,,,,LONDON,W4 3PA,2L
Cancelled,19908506,https://www.rightmove.co.uk/property-for-sale/property-112711637.html,R112711637,R34200,03/11/2021 00:00:00,,1100000,Under offer,1100000,27/10/2021 00:00:00,15515696,,100021156544,,,14,BEATRICE ROAD,,,,LONDON,N4 4PD,1E
Cancelled,19908682,https://www.rightmove.co.uk/property-for-sale/property-113124998.html,R113124998,R65662,03/11/2021 00:00:00,,1950000,Under offer,1950000,22/10/2021 00:00:00,15521267,,5300005568,,,30,BALFOUR ROAD,,,,LONDON,N5 2HE,2G
Cancelled,19907477,https://www.rightmove.co.uk/property-for-sale/property-89936986.html,R89936986,R55429,03/11/2021 00:00:00,,500000,Under offer,500000,27/10/2021 00:00:00,15500316,,100021176699,,,9B,ENDYMION ROAD,,,,LONDON,N4 1EE,2J
Cancelled,19876538,https://www.rightmove.co.uk/property-for-sale/property-113455787.html,R113455787,R22209,03/11/2021 00:00:00,,900000,Under offer,900000,27/10/2021 00:00:00,23836662,,34072341,,,18,EUSTACE ROAD,,,,LONDON,SW6 1JD,1S
Cancelled,19867841,https://www.rightmove.co.uk/property-for-sale/property-113111519.html,R113111519,R48904,03/11/2021 00:00:00,,3150000,Under offer,3150000,27/10/2021 00:00:00,23963311,,100022291905,,,11,CUMBERLAND ROAD,,,,LONDON,SW13 9LY,1D
Cancelled,19874477,https://www.rightmove.co.uk/property-for-sale/property-115114649.html,R115114649,R84878,03/11/2021 00:00:00,,875000,Sold STC,875000,27/10/2021 00:00:00,24103989,,48039206,,,6,KINGSLEY ROAD,,,,LONDON,SW19 8HF,3Q
Cancelled,19718910,https://www.rightmove.co.uk/property-for-sale/property-113843717.html,R113843717,R46451,03/11/2021 00:00:00,,4650000,Under offer,4650000,27/10/2021 00:00:00,23808120,,217081175,,,31,ST. LEONARDS TERRACE,,,,LONDON,SW3 4QG,1X
Cancelled,19688132,https://www.rightmove.co.uk/property-for-sale/property-107084048.html,R107084048,R92656,03/11/2021 00:00:00,,425000,Under offer,450000,27/10/2021 00:00:00,21486331,,10010196304,,,85A,SHOOTERS HILL ROAD,,,,LONDON,SE3 7HU,3R
Cancelled,19628077,https://www.rightmove.co.uk/property-for-sale/property-113299862.html,R113299862,R85682,03/11/2021 00:00:00,,575000,Under offer,565000,27/10/2021 00:00:00,23962511,,100022290614,FLAT 3,,126,CASTELNAU,,,,LONDON,SW13 9ET,2B
Cancelled,19628226,https://www.rightmove.co.uk/property-for-sale/property-111472160.html,R111472160,R39638,03/11/2021 00:00:00,,1350000,Under offer,1350000,27/10/2021 00:00:00,23808549,,217077479,FLAT 14,,1,SLOANE COURT EAST,,,,LONDON,SW3 4TQ,1P
Cancelled,19628232,https://www.rightmove.co.uk/property-for-sale/property-115107008.html,R115107008,R39638,03/11/2021 00:00:00,,3650000,Sold STC,1500000,27/10/2021 00:00:00,23808556,,217077507,FLAT 22,,5,SLOANE COURT EAST,,,,LONDON,SW3 4TQ,1W
Cancelled,19616087,https://www.rightmove.co.uk/property-for-sale/property-98432627.html,R98432627,R39899,03/11/2021 00:00:00,,2595000,Under offer,2595000,22/10/2021 00:00:00,25873416,,217043887,,,86A,KENSINGTON COURT,,,,LONDON,W8 5DU,1R
Cancelled,19081231,https://www.rightmove.co.uk/property-for-sale/property-110293088.html,R110293088,R90830,03/11/2021 00:00:00,,1499950,Under offer,1495000,27/10/2021 00:00:00,25887664,,100022779548,,,41A,MARYLANDS ROAD,,,,LONDON,W9 2DU,2T
Cancelled,19202233,https://www.rightmove.co.uk/property-for-sale/property-79761996.html,R79761996,R48910,03/11/2021 00:00:00,,3500000,Under offer,3500000,27/10/2021 00:00:00,21484042,,200000558019,TOP FLAT,,7,MONTPELIER ROW,,,,LONDON,SE3 0RL,3T
Cancelled,19466941,https://www.rightmove.co.uk/property-for-sale/property-110646281.html,R110646281,R87922,03/11/2021 00:00:00,,1000000,Sold STC,1000000,26/10/2021 00:00:00,17760759,,100022806055,FLAT 110,LORDS VIEW,,ST. JOHNS WOOD ROAD,,,,LONDON,NW8 7HG,2L
Cancelled,19016099,https://www.rightmove.co.uk/property-for-sale/property-81609918.html,R81609918,R22011,03/11/2021 00:00:00,,635000,Under offer,635000,23/10/2021 00:00:00,25870580,,217088920,FLAT 60,WINCHESTER COURT,,VICARAGE GATE,,,,LONDON,W8 4AE,1W
Cancelled,19067174,https://www.rightmove.co.uk/property-for-sale/property-85279054.html,R85279054,R31632,03/11/2021 00:00:00,,2100000,Under offer,1950000,27/10/2021 00:00:00,23763405,,10033535574,FLAT 27,CROWN REACH,145,GROSVENOR ROAD,,,,LONDON,SW1V 3JU,2F
Cancelled,19015071,https://www.rightmove.co.uk/property-for-sale/property-86735329.html,R86735329,R76585,03/11/2021 00:00:00,,950000,Under offer,950000,27/10/2021 00:00:00,25766679,,10033531203,,,110,THE WATER GARDENS,,,,LONDON,W2 2DD,1L
Cancelled,19067987,https://www.rightmove.co.uk/property-for-sale/property-110837018.html,R110837018,R32757,03/11/2021 00:00:00,,1250000,Sold STC,1250000,27/10/2021 00:00:00,23801417,,217100737,FLAT 73,MARLBOROUGH,61,WALTON STREET,,,,LONDON,SW3 2JX,2S
Cancelled,19014149,https://www.rightmove.co.uk/property-for-sale/property-113311526.html,R113311526,R22353,03/11/2021 00:00:00,,725000,Sold STC,995000,27/10/2021 00:00:00,25916889,,217105610,FLAT 44,CAMPDEN HILL TOWERS,112,NOTTING HILL GATE,,,,LONDON,W11 3QW,2Y
Cancelled,18994063,https://www.rightmove.co.uk/property-for-sale/property-109203428.html,R109203428,R85670,03/11/2021 00:00:00,,439950,Sold STC,475000,21/10/2021 00:00:00,23966656,,100022299214,FLAT 1,ST. LEONARDS COURT,,ST. LEONARDS ROAD,,,,LONDON,SW14 7NG,1A
Cancelled,18953525,https://www.rightmove.co.uk/property-for-sale/property-114232205.html,R114232205,R46220,03/11/2021 00:00:00,,850000,Under offer,850000,27/10/2021 00:00:00,17832381,,200086194,FLAT 2,WEST HEATH COURT,,NORTH END ROAD,,,,LONDON,NW11 7RE,1P
Cancelled,18723713,https://www.rightmove.co.uk/property-for-sale/property-88608169.html,R88608169,R85466,03/11/2021 00:00:00,,330000,Under offer,322500,22/10/2021 00:00:00,23880588,,100021850285,FLAT 22,SHARP HOUSE,6,HEATHER CLOSE,,,,LONDON,SW8 3BT,1T
Cancelled,18659877,https://www.rightmove.co.uk/property-for-sale/property-115046930.html,R115046930,R64511,03/11/2021 00:00:00,,285000,Sold STC,285000,27/10/2021 00:00:00,21732530,,100020986080,FLAT 68,GREENWICH HEIGHTS,,MASTER GUNNER PLACE,,,,LONDON,SE18 4NP,2J
Cancelled,18662943,https://www.rightmove.co.uk/property-for-sale/property-114309557.html,R114309557,R93562,03/11/2021 00:00:00,,350000,Sold STC,350000,27/10/2021 00:00:00,21494258,,100021977798,FLAT 9,WILLOWCROFT,,LEE PARK,,,,LONDON,SE3 9HH,1Z
Cancelled,18521482,https://www.rightmove.co.uk/property-for-sale/property-95529323.html,R95529323,R48928,03/11/2021 00:00:00,,799995,Under offer,799995,27/10/2021 00:00:00,17692270,,5023491,FLAT 58,NORTHWAYS,,COLLEGE CRESCENT,,,,LONDON,NW3 5DP,1Q
Cancelled,17990666,https://www.rightmove.co.uk/property-for-sale/property-115723760.html,R115723760,R5651,03/11/2021 00:00:00,,899000,Under offer,899000,27/10/2021 00:00:00,25889051,,100022741067,FLAT 19,DELAWARE MANSIONS,,DELAWARE ROAD,,,,LONDON,W9 2LH,1N
Cancelled,18050458,https://www.rightmove.co.uk/property-for-sale/property-80206023.html,R80206023,R74431,03/11/2021 00:00:00,,1695000,Under offer,1695000,27/10/2021 00:00:00,25952820,,34034331,,,17,ANLEY ROAD,,,,LONDON,W14 0BY,1N
Cancelled,17982385,https://www.rightmove.co.uk/property-for-sale/property-113185280.html,R113185280,R93044,03/11/2021 00:00:00,,500000,Under offer,500000,27/10/2021 00:00:00,25850908,,34027809,FLAT 304,LATYMER COURT,,HAMMERSMITH ROAD,,,,LONDON,W6 7LD,2A
Cancelled,17986990,https://www.rightmove.co.uk/property-for-sale/property-107606036.html,R107606036,R60378,03/11/2021 00:00:00,,2150000,Under offer,2150000,27/10/2021 00:00:00,25878483,,217011219,,,108,CAMPDEN HILL ROAD,,,,LONDON,W8 7AR,1L
Cancelled,17987908,https://www.rightmove.co.uk/property-for-sale/property-70789773.html,R70789773,R55534,03/11/2021 00:00:00,,925000,Sold STC,925000,27/10/2021 00:00:00,25882644,,100022732751,FLAT 220,CASTELLAIN MANSIONS,,CASTELLAIN ROAD,,,,LONDON,W9 1HD,2N
Cancelled,17975218,https://www.rightmove.co.uk/property-for-sale/property-79959003.html,R79959003,R84788,03/11/2021 00:00:00,,659950,Under offer,650000,27/10/2021 00:00:00,25812858,,100023491027,,,551,CHISWICK HIGH ROAD,,,,LONDON,W4 3AY,2A
Cancelled,17981560,https://www.rightmove.co.uk/property-for-sale/property-109939514.html,R109939514,R93044,03/11/2021 00:00:00,,325000,Under offer,325000,27/10/2021 00:00:00,25847708,,34005906,FLAT 188,KINGS COURT,,HAMLET GARDENS,,,,LONDON,W6 0RP,4J
Cancelled,17968140,https://www.rightmove.co.uk/property-for-sale/property-104105126.html,R104105126,R65821,03/11/2021 00:00:00,,1400000,Under offer,1400000,27/10/2021 00:00:00,25776416,,100022724952,FLAT 37,CAROLINE HOUSE,,BAYSWATER ROAD,,,,LONDON,W2 4RQ,2J
Cancelled,17963348,https://www.rightmove.co.uk/property-for-sale/property-111544904.html,R111544904,R37314,03/11/2021 00:00:00,,820000,Under offer,850000,27/10/2021 00:00:00,25954890,,34095710,,,81A,SINCLAIR ROAD,,,,LONDON,W14 0NR,1H
Cancelled,17955518,https://www.rightmove.co.uk/property-for-sale/property-108577466.html,R108577466,R50071,03/11/2021 00:00:00,,460000,Under offer,460000,27/10/2021 00:00:00,25909922,,217018318,FLAT 12,MANNING HOUSE,,CONVENT GARDENS,,,,LONDON,W11 1NL,1E
Cancelled,17954904,https://www.rightmove.co.uk/property-for-sale/property-115408082.html,R115408082,R84580,03/11/2021 00:00:00,,1150000,Under offer,1150000,27/10/2021 00:00:00,25906142,,217082260,,,8A,ST. QUINTIN AVENUE,,,,LONDON,W10 6NU,1U
Cancelled,17793305,https://www.rightmove.co.uk/property-for-sale/property-109871159.html,R109871159,R32295,03/11/2021 00:00:00,,895000,Under offer,860000,21/10/2021 00:00:00,25483016,,100022308995,,,4,PAXTON CLOSE,,,,RICHMOND,TW9 2AW,1R
Cancelled,17950626,https://www.rightmove.co.uk/property-for-sale/property-114545546.html,R114545546,R55507,03/11/2021 00:00:00,,800000,Under offer,1000000,26/10/2021 00:00:00,25743887,,100022800807,FLAT 6,CLAREWOOD COURT,,SEYMOUR PLACE,,,,LONDON,W1H 2NL,2S
Cancelled,17793225,https://www.rightmove.co.uk/property-for-sale/property-50332522.html,R50332522,R96640,03/11/2021 00:00:00,,2500000,Under offer,2500000,27/10/2021 00:00:00,25482805,,100022318105,,,39,THE AVENUE,,,,RICHMOND,TW9 2AL,2L
Cancelled,17535919,https://www.rightmove.co.uk/property-for-sale/property-102104660.html,R102104660,R51955,03/11/2021 00:00:00,,2750000,Under offer,2750000,23/10/2021 00:00:00,23866119,,217098172,FLAT 27,MALVERN COURT,,ONSLOW SQUARE,,,,LONDON,SW7 3HY,1D
Cancelled,17537953,https://www.rightmove.co.uk/property-for-sale/property-111489800.html,R111489800,R86327,02/11/2021 00:00:00,,375000,Sold STC,375000,22/10/2021 00:00:00,23876265,,100021805869,FLAT 5,RALEIGH HOUSE,,ALBION AVENUE,,,,LONDON,SW8 2AF,1Q
Cancelled,17540529,https://www.rightmove.co.uk/property-for-sale/property-114711785.html,R114711785,R369,03/11/2021 00:00:00,,235000,Sold STC,250000,27/10/2021 00:00:00,23881198,,100021910258,FLAT 10,DURRINGTON TOWER,,WANDSWORTH ROAD,,,,LONDON,SW8 3LE,1B
Cancelled,17541878,https://www.rightmove.co.uk/property-for-sale/property-111010112.html,R111010112,R369,03/11/2021 00:00:00,,350000,Sold STC,350000,27/10/2021 00:00:00,23884707,,100022696175,FLAT 26,BEATTIE HOUSE,,PATMORE ESTATE,,,,LONDON,SW8 4LB,1Y
Cancelled,17533015,https://www.rightmove.co.uk/property-for-sale/property-106923566.html,R106923566,R66704,03/11/2021 00:00:00,,1795000,Under offer,1795000,27/10/2021 00:00:00,23848437,,34068981,,,10,PARSONS GREEN LANE,,,,LONDON,SW6 4HS,1A
Cancelled,17525622,https://www.rightmove.co.uk/property-for-sale/property-115475066.html,R115475066,R80424,03/11/2021 00:00:00,,400000,Sold STC,400000,23/10/2021 00:00:00,23813159,,217098247,FLAT 123,POND HOUSE,,POND PLACE,,,,LONDON,SW3 6QT,2E
